src_content,dst_content,src_content_len
남파고택 씨간장은 매년 전통방식 그대로 메주를 띄워 만든 간장과 이백 년 이상 내려온 씨간장과 갱엿을 함께 가마솥에 달여 끓여냅니다 . 진한 검은빛의 색상과 특유의 감칠맛이 특징입니다 .,"The Nampa House fermented base soy sauce is made every year by boiling fresh soy sauce made in the traditional methods using fermented soybeans, base soy sauce over 200 years old, and black taffy into a cauldron. It is known for its dark black color and distinct savory taste.",104
깊은 산 속 에서 자라는 천연 산삼 중 100년 이상 된 우수한 산삼의 조직을 배양하여 천연산삼의 영양성분이 그대로 들어가 있습니다. 건강과 면역에 매우 탁월한 최고의 보양식품입니다.,"Cell tissues of the finest ginseng, grown for over 100 years deep in the mountains, were collected and then cultivated. The cultivated ginseng contains the same nutrients from the wild ginseng. It is the best nutritious food, exceptional for good health and immunity. ",102
"중국어로 ' 양갈비 ' 라는 뜻을 가진 양파이는 생후 1년 미만의 어린 양을 건강한 식재료와 함께 화로에 구워 , 정성스럽게 만든 중식을 제공하는 Chinese Cuisine입니다 .","Yangpai, which means 'Lamb Ribs' in Chinese, grills lamb less than a year old with fresh ingredients, ultimately serving Chinese Cuisine full of heart and effort.",102
"돈카츠 브랜드 [ 분지로 ] 의 [ 타카다 유지 ] 장인은 일본전역 을 돌며 돈카츠를 연구한 후 , 2004년 나가사키에 [ 지로 ]를 창업하여 지역의 명소로 자리매김 하였습니다 .","Artisan [Takada Yuji] of the pork cutlet brand [Bunjiro] roamed all around Japan researching pork cutlets. After establishing [Jiro] in Nagasaki in the year 2004, the restaurant has become a regional landmark.",101
"사르르플레인 , 리얼초코쿠키 , 아몬드쿠키 , 사르르 딸기쿠키 , 피칸쿠키 , 녹차쿠키 , 사르르 커피쿠키 , 깨기둥 , 아몬드 와다닥 각 3개씩 개별포장 되어 있는 세트 상품입니다","Cookie set of individually wrapped cookies with 3 each of Snow Cookie Plain, Real Chocolate Cookie, Almond Cookie, Snow Coookie Strawberry, Pecan Cookie, Green Tea Cookie, Coffee Snow Cookie, Wadadak Sesame, and Wadadak Almond.",101
"사르르플레인 , 리얼초코쿠키 , 아몬드쿠키 , 사르르 딸기쿠키 , 피칸쿠키 , 녹차쿠키 , 사르르커피쿠키 , 깨기둥 , 아몬드 와다닥 각 4개씩 개별포장 되어 있는 세트 상품 입니다","Cookie set of individually wrapped cookies with 4 each of Snow Cookie Plain, Real Chocolate Cookie, Almond Cookie, Snow Cookie Strawberry, Pecan Cookie, Green Tea Cookie, Coffee Snow Cookie, Wadadak Sesame, and Wadadak Almond.",101
"산지에서 직접 받은 신선한 제주 돼지 사골을 사용하여 30시간 이상 푹 끓였습니다 .진한 사골 육수의 감칠맛은 입맛을 돋우고 ,깔끔한 국물은 돔베고기와 함께 먹기에 안성맞춤입니다 .","The soup was made with fresh Jeju pork bones directly from its produce, boiling them over 30 hours . The broth's deep flavor entices the appetite, and the clean taste is the perfect match with the Steamed Pork Slices .",101
"주스 , 우유 , 과자 , 과일 , 생선 등을 규칙에 따라 정해진 자리에 올바르게 놓아야 해요 .반복되는 패턴으로 규칙을 찾고 순서를 생각하며 절차적 사고 능력을 키울 수 있어요 !","The juice, milk, chips, fruits, fishes, and other products must be placed in the right spots according to the rules. We can enhance our procedural thinking skills by finding the rules in repeated patterns and figuring out their sequences!",101
"도구를 색깔과 연관 지어 생각해 보고 , 도구가 필요한 상황과 연관 지어 생각해 보세요 .관찰력을 바탕으로 상황을 이해하고 판단하는 추론 과정에서 논리력과 창의력이 커질 거예요 !",Try to link the equipment together with the colors and situations where you need the equipment. Your logical and creative thinking will improve greatly as you try to understand and make decisions for the given situations based on your observation skills!,100
은근한 불에 오랜 시간 동안 고아 낸 깊은 육수와 부드럽게 씹히는 소고기의 맛이 조화를 이룹니다 . 풍부한 육향과 푸짐한 왕갈비가 가득 올려진 토렴식 국밥으로 따듯하고 건강한 한끼,"The flavor of smooth beef harmonize with the taste of the broth simmered for a long time over a gentle fire . This toryeom-styled dish is a warm and healthy rice soup, full of rich meat flavor and a hearty collection of ribs",100
씽씽 배달 로봇이 물건을 배달 하려면 길을 하나로 잘 연결하고 올바른 방향으로 이동해야 해요 .길의 방향과 순서를 찾는 길 찾기 알고리즘을 통해 문제 해결 능력을 키워 보세요 !,"For Speedy the Delivery Robot to deliver the products, we need to connect the road in one way and move the right direction. Try developing the ability to solve problems with this wayfinding algorithm of figuring out the direction and sequence of the road!",99
"팬케익 ( 2 ) , 프렌치 토스트 ( 2 ) , 브랙퍼스트 소시지 ( 2 ) , 화이트 소시지 , 햄 , 베이컨 , 감자요리 , 계란 , 버터 그리고 , 메이플 시럽 또는 벌꿀","Pancake (2), French Toast (2), Breakfast Sausage (2), White Sausage, Ham, Bacon, Potato Dish, Eggs, Butter, and Maple Syrup or Honey",99
"한와담은 가져오신 술에 별도의 금액을 받지 않습니다 . 해당하는 주류에 대한 얼음 , 잔 , 칠링 서비스를 제공합니다 . 와인 변경 시 , 말씀해 주시면 잔을 변경해 드립니다 .","HANWADAM does not charge corkage fees to your alcoholic drinks. We offer ice , glass , and chilling services to the liquor . When changing the type of wine , let us know and we will change the type of glass for you .",99
"신선한 우둔살에 참기름 , 소금과 비법간장으로 버무린 담백한 맛의 한우육회. 소금 , 후추 기본간이 되어 있으며 , 함께 제공되는 흑임자 소스를 찍어 드시면 더욱 맛있습니다 .","The dish gives out a mild flavor, adding sesame oil, salt, and secret soy sauce to fresh beef rounds. The meat is seasoned with salt, and pepper. Dipping the meat in the provided black sesame sauce makes the dish even more delicious.",98
자주 빛이 감도는 강렬한 레드 체리 컬러에 은은한 검은 과실의 아로마와 스모키향을 느낄 수 있습니다 . 잘 짜여진 구조감 속에 우아함을 지닌 달콤한 타닌이 미각을 자극합니다 .,"In a stunning cherry red with a hint of magenta , this wine delivers delicate black fruit notes and a hint of smoke . A sweet tannin with grace entices the taste buds inside the wine's fine structure .",98
"짙은 색상 , 풍부한 과실맛과 복합적인 풍미 , 벨벳 같은 타닌으로 요약되는 ' 투박하고도 귀족적인' 시그니처 스타일로 세계인의 입맛을 사로잡은 케이머스 신드롬의 주역입니다 .","The center of the Caymus Syndrome that mesmerized the pallets of the world, the wine boasts its signature ' crude but noble ' style summarized by its dark color , abundant fruit flavor , and a velvet-like tannin .",98
파삭한 파이 속에 엄선한 사과로 옵스의 쉐프가 손수 만든 맛있는 타탕 사과를 풍성히 넣어 새콤달콤한 사과향과 파이의 파삭한 질감이 아주 잘 어울리는 정통 프랑스식 파이 입니다,"Inside our crispy pies, there is apple tatin handmade by our chefs at OPS with selected apples. It is an authentic French pie that delivers the perfect bite of sweet and sour apple fragrances and the crispy texture of pies.",97
"돈카츠의 맛을 좌우하는 분지로만의 특제 빵가루 ,돈카츠 소스 등 식재료 , 맞춤 제작 도자기를 나가사키에서 공수하여 현지 의 맛을 그대로 한국의 고객들에게 전달해드립니다 .","Ingredients that alter the tastes of pork cutlet, such as Bunjiro's breadcrumbs, or the pork cutlet sauce, and tailor-made ceramic cups are procured from Nagasaki, to deliver the tastes of mainland Japan to our Korean customers.",96
"버터핑거팬케익스의 대표메뉴인 프렌치 토스트로 만든 샌드위치로 슬라이스한 그릴드 햄과 맥앤치즈 등으로 속을 꽉 채운 샌드위치 , 감자튀김과 할라피뇨엔피클이 함께 제공됩니다 .","Sandwich made with French Toast, Butterfinger Pancakes' representative menu. This sandwich is fully packed with sliced grilled ham, mac & cheese, and other ingredients, served with French Fries and Jalapeno & Pickles.",96
"속은 촉촉 , 겉은 바삭하게 튀긴 새우와 양파로만 만든 새우 패티 , 머스타드 씨드와 양파절임 , 유자마요와 쓰리라차 마요 , 쌉쌀한 치커리 그리고 직접 만든 수제 바오 번","Shrimp Patty only made with Crispy-on-the-outside and Juicy-on-the-inside Fried Shrimp and Onions , Mustard Seeds , Pickled Onions , Citron Mayo , Sriracha Mayo , Chicories and Hand-made Bao Buns",96
"시간의 흐름에 따라 이야기를 읽으며 데이터의 순서를 알고 , 동그라미 , 하트 , 별 등 모양이라는 특정한 기준에 따라 데이터를 분류하며 컴퓨팅 사고력을 키울 수 있어요 .","Build computational thinking skills by reading the story in the sequence of time and figuring out the order of data. We can also build our ability to compute by classifying data with specific standards, such as circles, hearts, stars, and other shapes.",96
도쿄밀크치즈팩토리의 인기 NO.1 상품입니다 . 신선한 일본산 우유와 프랑스산 게랑드 소금을 사용한 반죽 에 카망베르 치즈 초콜릿을 샌드한 랑그드샤 타입의 쿠키 입니다 .,"No.1 Popular Product of Tokyo Milk Cheese Factory

Langue De Chat style Cookie, dough with fresh Japanese Milk and French Guérande Salt, Camembert Cheese Chocolate sanded",95
"문셰프의 제주 밥상 B는 소안심스테이크에 전복찜과 제주전통음식인 고사리육개장과 함께 그린샐러드에는 맛의 방주에 등록된 꿩엿 , 뎅유자청 , 푸른콩장으로 만든 드레싱 곁들임","Chef Moon's Jeju Chef's Special Set B serves a Beef Tenderloin Steak with Braised Abalone, and Spicy Bracken Soup, a traditional Jeju dish. On top of green salas, there is a dressing made of phesant syrup, which was enlisted on the Ark of Taste, dangyuja marmalade, and green soybean paste.",95
빨간 모자가 늑대를 만나지 않고 할머니 집에 도착하려면 길을 하나로 잘 연결해야 해요 .길의 방향과 순서를 찾는 길 찾기 알고리즘을 통해 문제 해결 능력을 키워 보세요 !,"For Little Red Riding Hood to get to her grandmother's place without meeting the wolf, we need to connect the road in one way and move the right direction. Try developing the ability to solve problems with this wayfinding algorithm of figuring out the direction and sequence of the road!",95
구테로이테가 가지고 있는 가장 간결하고 구조적인 맛을 느낄 수 있습니다 .입체적인 맛 표현을 위해 기본적으로 설탕이 들어갑니다 . 원하지 않는 분은 미리 말씀해주세요 .,"You can feel the simplest and the most structured flavors of gute Leute. To express the flavors with an enhanced depth, sugar is added as a default. Please inform the staff if you prefer no sugar.",94
제주 돼지 뼈를 우린 육수에 메밀가루를 풀어 접짝뼈와 함께 걸쭉하게 끓여냈습니다 .푹 고아 부드러워진 접짝뼈와 묵직하고 깊은 맛의 국물이 일품인 제주 향토 음식입니다 .,"We added buckwheat powder to a pork bone broth, and added pork shoulder bone and boiled until sticky . This is a traditional dish of Jeju cuisine with its soft pork shoulder bones and outstanding broth .",94
